Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name, Sales ,Quantity,Discount,Discount grouped,Profit,Profit Margin,Average Order Value (AOV),Total Profit by Quantity Sold,Discount Effectiveness (Impact on Profit),Total Revenue from Profit Margin,Revenue per Discount Level,Quantity per Discount Level,Profit by Discount ,Quantity per Discount 
7661,CA-2014-105417,1/7/2014,1/12/2014,Standard Class,VS-21820,Vivek Sundaresam,Consumer,United States,Huntsville,Texas,77340,Central,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock", $76.728 ,3,0.6,50-60%,-53.7096,-70.00,25.576,-17.9032,0.460368,-5370.96,127.88,,-89.516,5
7662,CA-2014-105417,1/7/2014,1/12/2014,Standard Class,VS-21820,Vivek Sundaresam,Consumer,United States,Huntsville,Texas,77340,Central,OFF-BI-10003708,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""", $10.430 ,7,0.8,70-80%,-18.2525,-175.00,1.49,-2.6075,0.08344,-1825.25,13.0375,,-22.815625,8.75
593,CA-2014-135405,1/9/2014,1/13/2014,Standard Class,MS-17830,Melanie Seite,Consumer,United States,Laredo,Texas,78041,Central,OFF-AR-10004078,Office Supplies,Art,Newell 312, $9.344 ,2,0.2,10-20%,1.168,12.50,4.672,0.584,0.018688,116.8,46.72,,5.84,10
594,CA-2014-135405,1/9/2014,1/13/2014,Standard Class,MS-17830,Melanie Seite,Consumer,United States,Laredo,Texas,78041,Central,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB, $31.200 ,3,0.2,10-20%,9.75,31.25,10.4,3.25,0.0624,975,156,,48.75,15
866,CA-2014-149020,1/10/2014,1/15/2014,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Springfield,Virginia,22153,South,OFF-LA-10004272,Office Supplies,Labels,Avery 482, $2.890 ,1,0,0-10%,1.3583,47.00,2.89,1.3583,0,135.83,0,,0,0
867,CA-2014-149020,1/10/2014,1/15/2014,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Springfield,Virginia,22153,South,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock", $51.940 ,1,0,0-10%,21.2954,41.00,51.94,21.2954,0,2129.54,0,,0,0
717,CA-2014-130092,1/11/2014,1/14/2014,First Class,SV-20365,Seth Vernon,Consumer,United States,Dover,Delaware,19901,East,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back", $9.940 ,2,0,0-10%,3.0814,31.00,4.97,1.5407,0,308.14,0,,0,0
764,CA-2014-162775,1/13/2014,1/15/2014,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope, $11.360 ,2,0,0-10%,5.3392,47.00,5.68,2.6696,0,533.92,0,,0,0
765,CA-2014-162775,1/13/2014,1/15/2014,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes, $50.940 ,3,0,0-10%,25.47,50.00,16.98,8.49,0,2547,0,,0,0
766,CA-2014-162775,1/13/2014,1/15/2014,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System, $646.740 ,6,0,0-10%,258.696,40.00,107.79,43.116,0,25869.6,0,,0,0
767,CA-2014-162775,1/13/2014,1/15/2014,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack, $5.640 ,3,0,0-10%,2.7072,48.00,1.88,0.9024,0,270.72,0,,0,0
768,CA-2014-162775,1/13/2014,1/15/2014,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers, $572.580 ,6,0,0-10%,34.3548,6.00,95.43,5.7258,0,3435.48,0,,0,0
2979,CA-2014-109232,1/13/2014,1/16/2014,Second Class,ND-18370,Natalie DeCherney,Consumer,United States,Mount Pleasant,South Carolina,29464,South,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy, $545.940 ,6,0,0-10%,87.3504,16.00,90.99,14.5584,0,8735.04,0,,0,0
4938,CA-2014-157147,1/13/2014,1/18/2014,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,94109,West,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers," $1,325.850 ",5,0,0-10%,238.653,18.00,265.17,47.7306,0,23865.3,0,,0,0
4939,CA-2014-157147,1/13/2014,1/18/2014,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,94109,West,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish", $333.999 ,3,0.15,10-20%,3.9294,1.18,111.333,1.3098,0.5009985,392.94,2226.66,,26.196,20
4940,CA-2014-157147,1/13/2014,1/18/2014,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,94109,West,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford, $19.900 ,5,0,0-10%,6.567,33.00,3.98,1.3134,0,656.7,0,,0,0
9629,CA-2014-118192,1/13/2014,1/18/2014,Standard Class,MM-17920,Michael Moore,Consumer,United States,Newark,Ohio,43055,East,OFF-PA-10002947,Office Supplies,Paper,Xerox 1923, $37.408 ,7,0.2,10-20%,13.0928,35.00,5.344,1.8704,0.074816,1309.28,187.04,,65.464,35
9630,CA-2014-118192,1/13/2014,1/18/2014,Standard Class,MM-17920,Michael Moore,Consumer,United States,Newark,Ohio,43055,East,OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders, $3.438 ,2,0.7,60-70%,-2.5212,-73.33,1.719,-1.2606,0.024066,-252.12,4.911428571,,-3.601714286,2.857142857
6475,CA-2014-149524,1/14/2014,1/15/2014,First Class,BS-11590,Brendan Sweed,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-BO-10003433,Furniture,Bookcases,Sauder Cornerstone Collection Library, $61.960 ,4,0.5,40-50%,-53.2856,-86.00,15.49,-13.3214,0.3098,-5328.56,123.92,,-106.5712,8
1914,CA-2014-103366,1/15/2014,1/17/2014,First Class,EH-13990,Erica Hackney,Consumer,United States,Roswell,Georgia,30076,South,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling, $149.950 ,5,0,0-10%,65.978,44.00,29.99,13.1956,0,6597.8,0,,0,0
971,CA-2014-115791,1/16/2014,1/18/2014,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame, $127.104 ,6,0.2,10-20%,28.5984,22.50,21.184,4.7664,0.254208,2859.84,635.52,,142.992,30
972,CA-2014-115791,1/16/2014,1/18/2014,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone, $124.200 ,3,0.4,30-40%,-31.05,-25.00,41.4,-10.35,0.4968,-3105,310.5,,-77.625,7.5
973,CA-2014-115791,1/16/2014,1/18/2014,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers, $18.588 ,2,0.7,60-70%,-13.6312,-73.33,9.294,-6.8156,0.130116,-1363.12,26.55428571,,-19.47314286,2.857142857
974,CA-2014-115791,1/16/2014,1/18/2014,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels, $30.072 ,3,0.2,10-20%,10.1493,33.75,10.024,3.3831,0.060144,1014.93,150.36,,50.7465,15
5365,CA-2014-123477,1/18/2014,1/21/2014,Second Class,DW-13195,David Wiener,Corporate,United States,Springfield,Oregon,97477,West,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector, $64.864 ,4,0.2,10-20%,6.4864,10.00,16.216,1.6216,0.129728,648.64,324.32,,32.432,20
5463,CA-2014-146591,1/19/2014,1/20/2014,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets", $32.340 ,10,0.7,60-70%,-23.716,-73.33,3.234,-2.3716,0.22638,-2371.6,46.2,,-33.88,14.28571429
5464,CA-2014-146591,1/19/2014,1/20/2014,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,OFF-PA-10000659,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page", $56.064 ,4,0.2,10-20%,19.6224,35.00,14.016,4.9056,0.112128,1962.24,280.32,,98.112,20
5465,CA-2014-146591,1/19/2014,1/20/2014,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White", $108.720 ,5,0.2,10-20%,36.693,33.75,21.744,7.3386,0.21744,3669.3,543.6,,183.465,25
5466,CA-2014-146591,1/19/2014,1/20/2014,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine, $181.470 ,5,0.7,60-70%,-320.597,-176.67,36.294,-64.1194,1.27029,-32059.7,259.2428571,,-457.9957143,7.142857143
1122,US-2014-147627,1/20/2014,1/26/2014,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,TEC-PH-10001061,Technology,Phones,Apple iPhone 5C, $699.930 ,7,0,0-10%,181.9818,26.00,99.99,25.9974,0,18198.18,0,,0,0
1123,US-2014-147627,1/20/2014,1/26/2014,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,OFF-AR-10002375,Office Supplies,Art,Newell 351, $22.960 ,7,0,0-10%,6.6584,29.00,3.28,0.9512,0,665.84,0,,0,0
1124,US-2014-147627,1/20/2014,1/26/2014,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak", $38.600 ,4,0,0-10%,11.58,30.00,9.65,2.895,0,1158,0,,0,0
1125,US-2014-147627,1/20/2014,1/26/2014,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,OFF-AR-10003811,Office Supplies,Art,Newell 327, $6.630 ,3,0,0-10%,1.7901,27.00,2.21,0.5967,0,179.01,0,,0,0
1126,US-2014-147627,1/20/2014,1/26/2014,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope, $23.340 ,3,0,0-10%,10.9698,47.00,7.78,3.6566,0,1096.98,0,,0,0
1127,US-2014-147627,1/20/2014,1/26/2014,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms," $1,067.940 ",3,0,0-10%,224.2674,21.00,355.98,74.7558,0,22426.74,0,,0,0
5737,CA-2014-148614,1/20/2014,1/25/2014,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""", $19.360 ,2,0,0-10%,9.2928,48.00,9.68,4.6464,0,929.28,0,,0,0
5738,CA-2014-148614,1/20/2014,1/25/2014,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,Los Angeles,California,90049,West,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak", $19.300 ,2,0,0-10%,5.79,30.00,9.65,2.895,0,579,0,,0,0
6327,CA-2014-167927,1/20/2014,1/26/2014,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System, $13.980 ,1,0,0-10%,4.0542,29.00,13.98,4.0542,0,405.42,0,,0,0
6328,CA-2014-167927,1/20/2014,1/26/2014,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection, $272.940 ,3,0,0-10%,30.0234,11.00,90.98,10.0078,0,3002.34,0,,0,0
6329,CA-2014-167927,1/20/2014,1/26/2014,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red", $19.050 ,5,0,0-10%,8.9535,47.00,3.81,1.7907,0,895.35,0,,0,0
6330,CA-2014-167927,1/20/2014,1/26/2014,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter", $247.716 ,4,0.1,0-10%,93.5816,37.78,61.929,23.3954,0.247716,9358.16,2477.16,,935.816,40
6331,CA-2014-167927,1/20/2014,1/26/2014,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems, $66.580 ,2,0,0-10%,15.9792,24.00,33.29,7.9896,0,1597.92,0,,0,0
6332,CA-2014-167927,1/20/2014,1/26/2014,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,OFF-AR-10004456,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener, $43.920 ,3,0,0-10%,12.7368,29.00,14.64,4.2456,0,1273.68,0,,0,0
6333,CA-2014-167927,1/20/2014,1/26/2014,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate, $14.730 ,3,0,0-10%,4.8609,33.00,4.91,1.6203,0,486.09,0,,0,0
6334,CA-2014-167927,1/20/2014,1/26/2014,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders, $29.700 ,5,0,0-10%,13.365,45.00,5.94,2.673,0,1336.5,0,,0,0
7121,US-2014-147774,1/20/2014,1/26/2014,Standard Class,MM-18280,Muhammed MacIntyre,Corporate,United States,Smyrna,Tennessee,37167,South,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine, $67.194 ,1,0.7,60-70%,-51.5154,-76.67,67.194,-51.5154,0.470358,-5151.54,95.99142857,,-73.59342857,1.428571429
9990,CA-2014-110422,1/21/2014,1/23/2014,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Miami,Florida,33180,South,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle, $25.248 ,3,0.2,10-20%,4.1028,16.25,8.416,1.3676,0.050496,410.28,126.24,,20.514,15
9156,CA-2014-102645,1/23/2014,1/28/2014,Standard Class,IM-15055,Ionia McGrath,Consumer,United States,Las Vegas,Nevada,89115,West,OFF-PA-10001804,Office Supplies,Paper,Xerox 195, $40.080 ,6,0,0-10%,19.2384,48.00,6.68,3.2064,0,1923.84,0,,0,0
9887,CA-2014-146997,1/23/2014,1/27/2014,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,Lafayette,Indiana,47905,Central,OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack", $5.940 ,3,0,0-10%,0,0.00,1.98,0,0,0,0,,0,0
2579,US-2014-155502,1/26/2014,1/31/2014,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,FUR-FU-10004587,Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack", $62.820 ,3,0,0-10%,30.7818,49.00,20.94,10.2606,0,3078.18,0,,0,0
2580,US-2014-155502,1/26/2014,1/31/2014,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h", $489.920 ,8,0,0-10%,0,0.00,61.24,0,0,0,0,,0,0
2581,US-2014-155502,1/26/2014,1/31/2014,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream", $19.440 ,3,0,0-10%,9.3312,48.00,6.48,3.1104,0,933.12,0,,0,0
2582,US-2014-155502,1/26/2014,1/31/2014,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages", $16.680 ,2,0,0-10%,8.34,50.00,8.34,4.17,0,834,0,,0,0
2583,US-2014-155502,1/26/2014,1/31/2014,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,TEC-PH-10004833,Technology,Phones,Macally Suction Cup Mount, $155.350 ,13,0,0-10%,0,0.00,11.95,0,0,0,0,,0,0
2584,US-2014-155502,1/26/2014,1/31/2014,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories, $12.420 ,3,0,0-10%,4.4712,36.00,4.14,1.4904,0,447.12,0,,0,0
2585,US-2014-155502,1/26/2014,1/31/2014,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410, $187.980 ,2,0,0-10%,52.6344,28.00,93.99,26.3172,0,5263.44,0,,0,0
8150,CA-2014-167997,1/26/2014,1/29/2014,First Class,CA-11965,Carol Adams,Corporate,United States,Rapid City,South Dakota,57701,Central,OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders, $10.680 ,2,0,0-10%,5.0196,47.00,5.34,2.5098,0,501.96,0,,0,0
8151,CA-2014-167997,1/26/2014,1/29/2014,First Class,CA-11965,Carol Adams,Corporate,United States,Rapid City,South Dakota,57701,Central,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray", $141.960 ,2,0,0-10%,39.7488,28.00,70.98,19.8744,0,3974.88,0,,0,0
3795,US-2014-117163,1/27/2014,2/2/2014,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,San Diego,California,92037,West,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders, $57.230 ,1,0,0-10%,14.3075,25.00,57.23,14.3075,0,1430.75,0,,0,0
3796,US-2014-117163,1/27/2014,2/2/2014,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,San Diego,California,92037,West,FUR-TA-10003469,Furniture,Tables,Balt Split Level Computer Training Table, $333.000 ,3,0.2,10-20%,-16.65,-5.00,111,-5.55,0.666,-1665,1665,,-83.25,15
3797,US-2014-117163,1/27/2014,2/2/2014,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,San Diego,California,92037,West,OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils, $36.440 ,4,0,0-10%,12.0252,33.00,9.11,3.0063,0,1202.52,0,,0,0
3084,CA-2014-100328,1/28/2014,2/3/2014,Standard Class,JC-15340,Jasper Cacioppo,Consumer,United States,New York City,New York,10024,East,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue", $3.928 ,1,0.2,10-20%,1.3257,33.75,3.928,1.3257,0.007856,132.57,19.64,,6.6285,5
6388,CA-2014-134103,1/30/2014,2/4/2014,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,Detroit,Michigan,48234,Central,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972, $10.560 ,2,0,0-10%,4.752,45.00,5.28,2.376,0,475.2,0,,0,0
6389,CA-2014-134103,1/30/2014,2/4/2014,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,Detroit,Michigan,48234,Central,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving., $229.940 ,2,0,0-10%,6.8982,3.00,114.97,3.4491,0,689.82,0,,0,0
3366,CA-2014-115161,1/31/2014,2/2/2014,First Class,LC-17050,Liz Carlisle,Consumer,United States,Mission Viejo,California,92691,West,FUR-BO-10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish", $290.666 ,2,0.15,10-20%,3.4196,1.18,145.333,1.7098,0.435999,341.96,1937.773333,,22.79733333,13.33333333
541,CA-2014-140795,2/1/2014,2/3/2014,First Class,BD-11500,Bradley Drucker,Consumer,United States,Green Bay,Wisconsin,54302,Central,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard, $468.900 ,6,0,0-10%,206.316,44.00,78.15,34.386,0,20631.6,0,,0,0
1704,CA-2014-139857,2/2/2014,2/6/2014,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,San Diego,California,92037,West,OFF-FA-10001843,Office Supplies,Fasteners,Staples, $12.350 ,5,0,0-10%,5.8045,47.00,2.47,1.1609,0,580.45,0,,0,0
9138,CA-2014-123400,2/2/2014,2/9/2014,Standard Class,EB-13930,Eric Barreto,Consumer,United States,Saint Petersburg,Florida,33710,South,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders, $18.336 ,2,0.7,60-70%,-12.224,-66.67,9.168,-6.112,0.128352,-1222.4,26.19428571,,-17.46285714,2.857142857
